MJ03,MJ06,MJ05,JAAC001,JAAC002,JAAC003,JAAC004,JAAC005,JAAC007,JAAC008,JAAC009,JAAC010,JAAC011,JAAC012,JAAC013,JAAC014,JAAC020,JAAC021,JAAC022,JAAC023,JAAC024,JAAC025,JAAC026,JAAC027,MJ07
13000125,1,1,1,66,1,1,1, , , , , ,4,4, ,7,1,200806,1,5,2,6,7,1
13000125,1,2,2,66,2,1,22, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,
13000126,1,1,1,49,2,1,1, , , , , ,4,4, ,1,1,199312,1,5,3,6,7,1
13000126,2,2,2,40,1,1,1, , , , , ,3,3,2,1,1,199510,1,5,3,6,7,
13000128,1,1,1,58,2,1,1, , , , , ,4,4, ,1,1,198110,1,5,3,6,7,1
13000128,1,2,2,57,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000129,1,1,1,53,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000130,1,1,1,25,2,1,1, , , , , ,3,3,2,1,1,201602,1,5,2,6,7,1
13000131,1,1,1,36,1,1,1, , , , , ,4,4, ,1,1,199806,1,5,3,6,7,1
13000131,2,2,2,48,1,1,1, , , , , ,3,3,1,3,3,      ,0,5,3,6,7,
13000132,1,1,1,24,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
13000132,1,2,2,38,1,1,1, , , , , ,4,4, ,7,1,200806,1,5,3,6,7,
13000133,2,2,2,52,1,1,1, , , , , ,3,3,2,1,1,198505,1,5,3,6,7,
13000133,3,1,1,24,1,1,1, , , , , ,4,4, ,1,1,201309,1,5,3,6,7,1
13000134,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,201406,1,5,3,6,7,1
13000134,1,2,2,56,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000136,1,1,1,41,1,1,1, , , , , ,4,4, ,1,1,199407,1,5,2,6,7,1
13000136,2,2,2,20,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,
13000137,1,1,1,28,1,1,1, , , , , ,3,3,2,4,3,      ,0,5,3,6,7,1
13000137,2,2,2,55,1,1,1, , , , , ,4,4, ,7,1,201308,1,5,3,6,7,
13000140,1,1,1,31,2,1,1, , , , , ,3,3,2,1,1,201006,1,5,2,6,7,1
13000142,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,200604,1,5,2,6,7,1
13000142,2,2,2,23,1,1,1, , , , , ,3,3,2,1,1,200606,1,5,2,6,7,
13000143,1,1,1,25,1,1,1, , , , , ,4,4, ,1,1,201003,1,5,2,6,7,1
13000143,2,2,2,42,1,1,1, , , , , ,3,3,1,1,1,199909,1,5,2,6,7,
13000143,2,3,2,35,1,1,21, , , , , ,3,3,1,1,3,      ,0,5,2,6,7,
13000143,2,4,2,16,2,1,22, , , , , ,3,3,2,1,3,      ,0,5,2,6,7,
13000144,1,1,1,37,1,1,1, , , , , ,4,4, ,1,1,200206,1,5,2,6,7,1
13000144,2,2,2,20,1,1,1, , , , , ,3,3,1,3,1,201410,1,5,2,6,7,
13000145,1,1,1,42,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,1,7,1
13000145,1,2,2,40,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,1,7,
13000146,1,1,1,25,1,1,1, , , , , ,3,2,2,1,1,200001,1,6,2,6,7,1
13000146,1,2,2,28,1,1,21, , , , , ,3,2,2,2,3,      ,0,6,3,6,7,
13000146,1,3,2,21,2,1,22, , , , , ,3,2,2,1,3,      ,0,6,3,6,7,
13000146,1,4,2,28,1,1,22, , , , , ,3,2,2,2,3,      ,0,6,3,6,7,
13000147,1,1,1,67,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000147,1,2,2,39,2,1,1, , , , , ,4,4, ,1,1,200610,1,5,3,6,7,
13000148,1,1,1,51,2,1,1, , , , , ,4,4, ,1,1,199508,1,5,2,6,7,1
13000148,2,2,2,40,1,1,1, , , , , ,4,4, ,7,1,200507,1,5,2,6,7,
13000148,2,3,2,61,2,1,21, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000149,1,1,1,          , ,  ,1, , , , , ,4,4, ,1, ,      ,0,6,3,6,7,1
13000149,2,2,2,48,1,1,1, , , , , ,4,4, ,7,1,201503,1,5,2,6,7,
13000149,2,3,2,37,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000154,1,1,1,33,2,1,1, , , , , ,4,4, ,1,1,200410,1,5,3,6,7,1
13000154,2,2,2,64,1,1,1, , , , , ,4,4, ,1,1,197703,1,5,3,6,7,
13000154,2,3,2,12,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000155,1,1,1,42,1,1,1, , , , , ,4,4, ,1,1,200702,1,5,2,6,7,1
13000155,2,2,2,31,1,1,1, , , , , ,3,3,2,1,1,200412,1,5,2,6,7,
13000155,3,3,2,55,1,1,1, , , , , ,4,4, ,1,1,198102,1,5,2,6,7,
13000156,1,1,1,50,2,1,1, , , , , ,4,4, ,1,1,199106,1,5,3,6,7,1
13000156,1,3,2,78,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000156,2,2,2,56,1,1,1, , , , , ,4,4, ,1,1,197912,1,5,3,6,7,
13000157,1,1,1,28,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,1
13000157,2,2,2,43,1,1,1, , , , , ,4,4, ,1,1,199107,1,5,2,6,7,
13000158,1,1,1,71,1,1,1, , , , , ,4,4, ,1,1,200805,1,5,2,6,7,1
13000158,2,2,2,27,2,1,1, , , , , ,3,3,2,1,1,201003,1,5,2,6,7,
13000159,1,1,1,23,1,1,1, , , , , ,4,4, ,1,1,201311,1,5,3,6,7,1
13000159,1,2,2,59,1,1,3, , , , , ,3,3,1,7,3,      ,0,6,3,4,7,
13000160,1,1,1,61,2,1,1, , , , , ,4,4, ,1,1,198005,1,5,2,6,7,1
13000160,1,2,2,28,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
13000161,1,1,1,35,1,1,1, , , , , ,3,3,2,1,1,200205,1,5,2,6,7,1
13000161,2,2,2,56,2,1,1, , , , , ,3,3,2,1,1,198110,1,5,2,6,7,
13000163,1,1,1,30,1,1,1, , , , , ,4,4, ,1,1,201511,1,5,2,6,7,1
13000163,2,2,2,13,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000164,1,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0, , ,6,7,1
13000164,2,2,2,59,1,1,1, , , , , ,3,3,1,7,3,      ,0,5,2,6,7,
13000165,1,1,1,          , ,  ,3, , , , , ,4,4, ,7,3,      ,0,6,3,2,7,1
13000165,1,2,2,52,1,1,1, , , , , ,4,4, ,7,1,198506,1,5,3,6,7,
13000165,1,3,2,63,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000166,1,1,1,25,2,1,1, , , , , ,4,4, ,1,1,201205,1,5,3,6,7,1
13000166,1,2,2,62,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,2,7,
13000167,1,1,1,42,2,1,1, , , , , ,3,3,2,1,1,199610,1,5,3,6,7,1
13000167,1,3,2,5,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
13000167,2,2,2,37,2,1,1, , , , , ,3,3,2,1,1,200008,1,5,3,6,7,
13000169,1,1,1,21,2,1,1, , , , , ,3,3,2,1,1,200706,1,5,2,6,7,1
13000169,2,2,2,47,1,1,1, , , , , ,4,4, ,7,1,197402,1,5,2,6,7,
13000169,3,3,2,81,1,1,1, , , , , ,4,4, ,1,1,196804,1,5,2,6,7,
13000169,4,4,2,62,1,1,1, , , , , ,4,4, ,1,1,197402,1,5,2,6,7,
13000171,1,1,1,20,1,1,1, , , , , ,2,2,2,1,1,201611,1,5,2,6,7,1
13000171,1,2,2,21,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000173,1,1,1,53,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,1
13000173,1,2,2,51,1,1,1, , , , , ,4,4, ,7,1,199204,1,5,2,6,7,
13000174,1,1,1,59,1,1,1, , , , , ,3,3,2,1,1,198103,1,5,2,6,7,1
13000174,2,2,2,34,1,1,1, , , , , ,4,4, ,7,1,201508,1,5,2,6,7,
13000175,7,4,2,35,1,1,1, , , , , ,3,3,2,2,1,200001,1,5,2,6,7,
13000175,8,1,1,50,2,1,1, , , , , ,1,1,2,2,1,199211,1,6,3,6,7,1
13000175,8,2,2,55,1,22,21, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
13000175,8,3,2,52,2,22,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
13000176,1,1,1,43,1,1,1, , , , , ,4,4, ,1,1,199311,1,5,3,6,7,1
13000176,2,2,2,32,1,1,1, , , , , ,3,2,2,3,1,201406,1,5,3,6,7,
13000178,1,1,1,59,1,1,1, , , , , ,4,4, ,1,1,197510,1,1,2,6,7,1
13000178,2,2,2,22,1,1,1, , , , , ,3,3,2,2,1,201212,1,5,2,6,7,
13000179,1,1,1,43,1,22,1, , , , , ,3,3,2,1,1,200707,1,5,2,6,7,1
13000180,1,1,1,37,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,1
13000180,2,2,2,50,1,1,1, , , , , ,4,4, ,1,1,199102,1,5,3,6,7,
13000182,1,1,1,12,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,1
13000182,1,2,2,36,2,1,1, , , , , ,4,4, ,1,1,200505,1,5,3,6,7,
13000184,1,1,1,88,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000185,1,1,1,64,1,1,1, , , , , ,4,4, ,1,1,199105,1,5,3,6,7,1
13000185,2,2,2,45,2,1,1, , , , , ,3,3,2,1,1,199904,1,5,3,6,7,
13000187,1,1,1,71,2,1,1, , , , , ,2,2,2,2,1,197402,1,5,2,6,7,1
13000189,1,1,1,64,1,1,1, , , , , ,2,2,2,4,3,      ,0,1,3,6,7,1
13000190,1,1,1,24,1,22,1, , , , , ,4,4, ,1,1,201507,1,5,2,6,7,1
13000190,1,2,2,63,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000191,1,1,1,38,1,1,1, , , , , ,4,4, ,1,1,199802,1,5,2,6,7,1
13000191,1,2,2,66,2,1,3, , , , , ,3,2,2,7,3,      ,0,6,3,2,7,
13000192,1,1,1,          , ,  ,1, , , , , ,4,4, ,1, ,      ,0,6,3,6,7,1
13000192,2,2,2,54,1,1,1, , , , , ,4,4, ,7,1,198308,1,5,3,6,7,
13000192,2,3,2,81,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000194,1,1,1,43,1,1,1, , , , , ,4,4, ,1,1,199311,1,5,2,6,7,1
13000194,3,2,2,74,1,1,1, , , , , ,4,4, ,1,1,196904,1,5,2,6,7,
13000194,3,3,2,62,2,1,21, , , , , ,3,2,2,1,3,      ,0,6,3,6,7,
13000195,1,1,1,26,1,1,1, , , , , ,4,4, ,1,1,201103,1,5,2,6,7,1
13000195,2,2,2,64,1,1,1, , , , , ,3,3,2,3,1,197606,1,5,2,6,7,
13000197,2,1,1,40,1,1,1, , , , , ,4,4, ,7,1,200610,1,5,2,6,7,1
13000197,2,2,2,46,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
13000197,2,3,2,27,2,1,22, , , , , ,3,3,1,7,3,      ,0,6,3,6,7,
13000198,1,1,1,69,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
13000198,1,2,2,51,2,1,1, , , , , ,4,4, ,1,1,200304,1,5,2,6,7,
13000199,1,1,1,24,1,1,1, , , , , ,3,3,2,2,1,201204,1,2,1,6,7,1
13000199,2,2,2,47,1,1,1, , , , , ,4,4, ,1,1,199005,1,5,2,6,7,
13000199,3,3,2,62,1,1,1, , , , , ,4,4, ,1,1,197405,1,5,2,6,7,
13000200,1,1,1,43,2,1,1, , , , , ,3,3,1,1,1,200005,1,5,2,6,7,1
13000202,1,1,1,36,1,1,1, , , , , ,1,1,2,2,1,201103,1,4,2,6,7,1
13000203,1,1,1,72,1,1,1, , , , , ,4,4, ,1,1,197308,1,5,3,6,7,1
13000203,2,2,2,49,1,1,1, , , , , ,4,4, ,1,1,198512,1,5,3,6,7,
13000203,2,3,2,36,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000204,2,1,1,40,1,1,1, , , , , ,2,2,2,2,1,200511,1,5,2,6,7,1
13000204,3,2,2,37,1,1,1, , , , , ,4,4, ,1,1,199706,1,5,2,6,7,
13000206,1,1,1,22,2,1,1, , , , , ,4,4, ,1,1,201406,1,5,3,6,7,1
13000206,2,2,2,43,1,1,1, , , , , ,4,4, ,1,1,199409,1,5,3,6,7,
13000206,2,3,2,37,2,1,22, , , , , ,3,3,1,1,3,      ,0,6,3,6,7,
13000208,1,1,1,66,1,1,1, , , , , ,2,2,2,3,1,196912,1,5,2,6,7,1
13000209,1,1,1,51,2,1,1, , , , , ,4,4, ,1,1,199105,1,5,3,6,7,1
13000209,2,2,2,36,1,1,1, , , , , ,3,3,1,3,1,199811,1,5,3,6,7,
13000211,1,1,1,35,1,1,1, , , , , ,4,4, ,1,1,200312,1,5,3,6,7,1
13000211,1,2,2,30,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000213,1,1,1,42,1,1,1, , , , , ,4,4, ,1,1,200310,1,5,3,6,7,1
13000213,1,3,2,44,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000216,1,1,1,44,1,1,1, , , , , ,4,4, ,1,1,199111,1,5,2,6,7,1
13000216,2,2,2,57,2,1,1, , , , , ,3,3,2,1,1,198003,1,5,2,6,7,
13000217,1,1,1,38,1,1,1, , , , , ,3,3,2,1,1,198707,1,5,2,6,7,1
13000217,2,2,2,35,1,1,1, , , , , ,3,3,2,1,1,199908,1,5,2,6,7,
13000219,1,1,1,64,1,1,1, , , , , ,4,4, ,1,1,197210,1,5,2,6,7,1
13000219,1,2,2,38,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
13000221,1,1,1,54,1,1,1, , , , , ,4,4, ,1,1,198004,1,5,2,6,7,1
13000221,1,3,2,25,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
13000222,1,1,1,19,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,1
13000222,1,2,2,57,1,1,1, , , , , ,3,3,2,7,1,200208,1,5,3,6,7,
13000223,1,1,1,29,1,1,1, , , , , ,3,3,1,1,1,201506,1,5,2,6,7,1
13000223,2,2,2,57,1,1,1, , , , , ,4,4, ,1,1,198509,1,5,2,6,7,
13000224,1,1,1,42,2,1,1, , , , , ,3,3,2,1,1,199410,1,5,2,6,7,1
13000225,1,1,1,30,2,1,1, , , , , ,3,3,2,1,1,201112,1,5,2,6,7,1
131400011,1,1,1,38,1,1,1, , , , , ,4,4, ,1,1,201703,1,5,3,6,7,1
131400011,2,2,2,32,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
131700002,1,1,1,41,1,22,3, , , , , ,1,1,1,7,3,      ,0,6,3,3,7,1
131700007,1,1,1,54,2,1,1, , , , , ,3,3,2,1,1,202609,1,5,3,6,7,1
20100004,2,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0, , ,6,7,1
20100004,2,2,2,26,1,1,1, , , , , ,3,3,2,7,3,      ,0,2,2,6,7,
20100006,1,1,1,36,1,1,1, , , , , ,3,3,2,1,1,201508,1,5,3,6,7,1
20100009,1,1,1,26,2,1,1, , , , , ,4,4, ,1,1,201108,1,5,3,6,7,1
20100009,2,2,2,41,2,1,1, , , , , ,3,3,2,1,1,199508,1,5,3,6,7,
20100012,1,1,1,47,1,1,1, , , , , ,4,4, ,1,2,      ,0,3,2,6,7,1
20100012,2,2,2,48,1,1,1, , , , , ,3,3,2,2,1,198711,1,5,2,6,7,
20100018,1,1,1,39,2,1,1, , , , , ,4,4, ,2,1,200912,1,5,2,6,7,1
20100018,1,2,2,17,2,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
20100018,1,5,2,20,2,1,22, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,
20100018,2,3,2,20,2,1,1, , , , , ,4,4, ,7,1,201402,1,5,2,6,7,
20100018,3,4,2,28,1,1,1, , , , , ,4,4, ,7,1,200612,1,5,2,6,7,
20100026,2,1,1,57,1,1,1, , , , , ,4,4, ,1,1,197909,1,5,3,6,7,1
20100026,2,2,2,56,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
20100064,1,1,1,42,1,1,1, , , , , ,3,3,2,1,1,199207,1,5,3,6,7,1
20100084,1,1,1,62,1,1,1, , , , , ,4,4, ,1,1,197406,1,5,3,6,7,1
20100084,2,2,2,36,1,1,1, , , , , ,2,2,2,1,1,199908,1,5,3,6,7,
20100084,3,3,2,60,1,1,1, , , , , ,3,3,2,1,1,197606,1,5,3,6,7,
20100085,1,1,1,68,1,1,1, , , , , ,4,4, ,1,1,197508,1,5,3,6,7,1
20100085,1,2,2,35,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
20200004,1,1,1,48,1,1,1, , , , , ,4,4, ,1,1,199203,1,5,3,6,7,1
20200004,1,2,2,27,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
20200005,1,1,1,52,1,1,1, , , , , ,4,4, ,1,1,198403,1,5,3,6,7,1
20200005,1,2,2,39,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
20200007,1,1,1,36,1,4,1, , , , , ,4,4, ,1,1,201608,1,5,3,6,7,1
20200007,1,2,2,27,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
20200017,1,1,1,57,1,1,1, , , , , ,3,3,2,2,1,198604,1,5,3,6,7,1
20200017,1,2,2,23,2,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
20200017,1,3,2,45,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
20200027,1,1,1,28,1,1,1, , , , , ,3,3,2,1,1,200911,1,5,3,6,7,1
20200027,2,2,2,26,1,1,1, , , , , ,4,4, ,1,1,200807,1,5,3,6,7,
20300003,1,1,1,36,1,1,1, , , , , ,4,4, ,1,1,200111,1,5,2,6,7,1
20300003,1,2,2,66,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,2,7,
20300011,1,1,1,25,1,1,1, , , , , ,2,2,2,1,1,201212,1,3,3,6,7,1
20400007,1,1,1,42,1,1,1, , , , , ,1,1,2,1,1,200708,1,6,3,6,7,1
20400007,1,2,2,63,2,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
20400007,1,3,2,45,1,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
20400008,1,1,1,56,1,1,1, , , , , ,2,2,2,1,1,197902,1,2,3,6,7,1
20400009,1,1,1,67,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,1
20400011,0,2,2,48,2,1,3, , , , , ,3,3,1,7,3,      ,0,6,3,1,7,
20400011,1,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0,6,3,6,7,1
20400013,1,1,1,44,1,1,1, , , , , ,3,3,2,1,1,199610,1,4,3,6,7,1
20500007,1,1,1,69,1,1,1, , , , , ,1,1,2,2,1,196905,1,6,3,6,7,1
20500007,1,2,2,69,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
20500007,2,3,2,44,1,1,1, , , , , ,3,3,2,1,1,199101,1,5,3,6,7,
20500007,2,4,2,41,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
20500012,1,1,1,37,1,1,1, , , , , ,2,2,2,1,1,199902,1,5,3,6,7,1
20500014,1,1,1,20,1,1,1, , , , , ,3,3,2,1,1,201506,1,5,3,6,7,1
20600026,1,1,1,67,1,27,1, , , , , ,4,4, ,1,1,197503,1,5,3,6,7,1
20600026,1,3,2,61,2,27,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
20600026,2,2,2,43,1,1,1, , , , , ,4,4, ,1,1,200709,1,5,3,6,7,
30000001,1,1,1,38,1,1,1, , , , , ,1,1,1,2,1,200610,1,2,3,6,7,1
30000001,1,2,2,35,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30000001,1,3,2,9,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30000001,1,4,2,37,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30100001,1,1,1,41,1,1,3, , , , , ,2,2,2,7,3,      ,0,4,3,3,7,1
30100008,1,1,1,46,1,1,1, , , , , ,3,3,2,3,2,      ,0,4,3,6,7,1
30100013,1,1,1,22,1,1,1, , , , , ,4,4, ,1,1,201211,1,5,3,6,7,1
30100013,1,2,2,64,1,1,3, , , , , ,2,2,2,7,3,      ,0,5,3,3,7,
30100014,1,1,1,59,1,1,1, , , , , ,4,4, ,7,1,198604,1,5,3,6,7,1
30100014,1,2,2,62,2,1,3, , , , , ,2,2,2,7,3,      ,0,5,3,2,7,
30100018,1,1,1,48,1,1,1, , , , , ,4,4, ,1,1,199101,1,5,3,6,7,1
30100018,1,2,2,57,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,
30100019,1,1,1,46,2,1,1, , , , , ,4,4, ,1,1,199906,1,5,3,6,7,1
30100019,2,3,2,16,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30100021,1,2,2,49,1,1,1, , , , , ,2,2,2,1,1,198604,1,5,3,6,7,
30100021,2,1,1,62,1,1,1, , , , , ,3,3,2,1,1,197903,1,5,3,6,7,1
30100026,1,1,1,66,1,1,1, , , , , ,4,4, ,1,1,197110,1,5,3,6,7,1
30100026,1,2,2,61,1,1,3, , , , , ,3,2,2,7,3,      ,0,4,3,1,7,
30100036,1,1,1,82,1,1,1, , , , , ,2,2,2,1,1,198005,1,5,3,6,7,1
30100042,1,1,1,38,2,1,1, , , , , ,3,3,2,1,1,199710,1,5,2,6,7,1
30100042,1,2,2,10,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30100070,1,1,1,19,1,1,1, , , , , ,4,4, ,1,1,201504,1,5,3,6,7,1
30100070,1,3,2,18,1,1,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
30100071,1,1,1,37,1,1,1, , , , , ,3,3,2,1,1,199812,1,5,3,6,7,1
30100071,1,2,2,38,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30100073,1,1,1,40,1,1,1, , , , , ,4,4, ,1,1,201408,1,5,3,6,7,1
30100073,2,2,2,40,1,1,1, , , , , ,3,3,2,1,1,199410,1,5,3,6,7,
30100073,2,3,2,72,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30100073,2,4,2,66,2,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
30100076,1,1,1,57,1,1,1, , , , , ,3,3,2,1,1,198105,1,4,3,6,7,1
30100085,1,1,1,29,1,1,1, , , , , ,3,3,2,1,1,200603,1,5,2,6,7,1
30200003,1,1,1,70,1,1,1, , , , , ,2,2,2,1,1,197207,1,5,3,6,7,1
30200007,1,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0,6,3,6,7,1
30200007,2,2,2,67,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
30200010,1,1,1,43,2,1,1, , , , , ,3,3,2,1,1,200102,1,5,3,6,7,1
30200010,2,2,2,37,2,1,1, , , , , ,3,3,2,1,1,200005,1,5,3,6,7,
30200010,2,3,2,43,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30200010,2,4,2,9,2,1,22, , , , , ,3,3,2,6,3,      ,0,6,3,6,7,
30200020,1,1,1,29,1,1,1, , , , , ,4,4, ,1,1,201303,1,5,3,6,7,1
30200020,2,2,2,50,1,1,1, , , , , ,3,3,2,1,1,199002,1,5,3,6,7,
30200020,2,3,2,38,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30200022,1,1,1,43,1,1,1, , , , , ,2,2,2,1,1,200312,1,5,3,6,7,1
30300002,1,1,1,32,2,1,1, , , , , ,3,3,2,1,1,200403,1,5,3,6,7,1
30300005,1,2,2,78,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,2,
30300005,2,1,1,76,1,1,1, , , , , ,4,4, ,1,1,196106,1,5,3,6,7,1
30400001,1,1,1,21,1,22,1, , , , , ,3,3,2,2,2,      ,0,2,3,6,7,1
30400001,1,2,2,29,1,22,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30400008,1,1,1,40,1,1,1, , , , , ,4,4, ,1,1,199507,1,5,3,6,7,1
30400008,2,2,2,5,2,1,22, , , , , ,3,3,1,7,3,      ,0,5,3,6,1,
30400009,1,2,2,49,1,1,1, , , , , ,3,3,2,7,3,      ,0,3,3,6,1,
30400009,2,1,1,32,1,1,1, , , , , ,4,4, ,1,1,200308,1,5,3,6,7,1
30400012,0,1,1,          , ,  ,1, , , , , ,4,4, , , ,      ,0, , ,6,7,1
30400012,1,2,2,44,1,1,1, , , , , ,1,1,1,1,1,200805,1,5,3,6,7,
30400012,1,3,2,39,1,1,21, , , , , ,1,1,1,1,3,      ,0,5,3,6,7,
30400020,1,1,1,48,1,1,1, , , , , ,4,4, ,1,1,200003,1,5,3,6,7,1
30400020,2,2,2,46,1,1,1, , , , , ,3,3,2,1,1,199210,1,5,3,6,7,
30400020,2,3,2,21,1,1,22, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
30500001,1,1,1,54,1,1,1, , , , , ,2,2,2,3,1,198501,1,5,3,6,7,1
30500010,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,201406,1,5,3,6,7,1
30500010,2,2,2,36,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
30600002,1,1,1,64,2,1,1, , , , , ,3,3,2,1,1,197407,1,5,3,6,7,1
30600002,1,2,2,82,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
30600004,1,1,1,72,1,1,1, , , , , ,2,2,2,3,1,197806,1,5,3,6,7,1
30600006,2,1,1,74,1,1,1, , , , , ,2,2,2,1,1,198006,1,5,3,6,7,1
30600006,3,2,2,36,1,1,1, , , , , ,3,3,2,1,1,199906,1,5,3,6,7,
30600007,1,1,1,67,1,1,1, , , , , ,4,4, ,1,1,197312,1,5,3,6,7,1
30600007,2,2,2,49,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
30600011,1,1,1,38,1,27,1, , , , , ,4,4, ,1,1,200008,1,5,3,6,7,1
30600011,1,2,2,28,1,1,3, , , , , ,3,3,2,7,3,      ,0,5,3,1,7,
30600013,1,1,1,39,1,1,1, , , , , ,4,4, ,1,1,199601,1,5,3,6,7,1
30600013,1,2,2,16,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
30600013,1,3,2,7,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
30600013,1,4,2,5,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
30600017,1,1,1,42,1,22,1, , , , , ,4,4, ,1,1,201207,1,5,3,6,7,1
30600017,1,2,2,51,1,1,3, , , , , ,1,1,1,7,3,      ,0,4,3,5,7,
30600019,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,200812,1,5,3,6,7,1
30600019,2,2,2,43,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
