MJ03,MJ06,MJ05,JAAC001,JAAC002,JAAC003,JAAC004,JAAC005,JAAC007,JAAC008,JAAC009,JAAC010,JAAC011,JAAC012,JAAC013,JAAC014,JAAC020,JAAC021,JAAC022,JAAC023,JAAC024,JAAC025,JAAC026,JAAC027,MJ07
50700384,1,2,2,81,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,5,7,
50700384,2,1,1,56,1,1,1, , , , , ,4,4, ,1,1,199005,1,5,3,6,7,1
50700385,1,1,1,22,2,1,1, , , , , ,3,3,2,1,1,201506,1,5,3,6,7,1
50700400,1,1,1,21,2,1,1, , , , , ,3,3,2,1,1,201410,1,5,3,6,7,1
50700400,2,2,2,62,2,1,1, , , , , ,4,4, ,1,1,198808,1,5,3,6,7,
50800169,1,1,1,36,2,1,1, , , , , ,4,4, ,1,1,200605,1,5,3,6,7,1
50800169,1,2,2,63,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
50800172,1,1,1,37,2,1,1, , , , , ,4,4, ,1,1,200909,1,5,3,6,7,1
50800172,2,2,2,65,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
50800177,1,1,1,71,1,1,1, , , , , ,2,2,2,7,3,      ,0,6,3,6,7,1
50800177,2,2,2,49,1,1,1, , , , , ,4,4, ,1,1,199506,1,5,3,6,7,
50800180,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,200612,1,5,3,6,7,1
50800180,1,3,2,31,2,1,21, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,
50800180,2,2,2,54,1,1,1, , , , , ,3,3,2,1,1,198402,1,5,3,6,7,
50900230,1,2,2,65,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
50900230,2,1,1,64,2,1,1, , , , , ,4,4, ,1,2,198507,1,5,3,6,7,1
50900234,1,2,2,66,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
50900234,2,1,1,65,1,1,1, , , , , ,4,4, ,1,1,197606,1,5,3,6,7,1
50900256,1,1,1,29,1,1,1, , , , , ,3,3,2,1,1,200710,1,4,3,6,7,1
51000086,1,1,1,50,1,1,1, , , , , ,2,2,2,7,3,      ,0,4,3,6,7,1
51000086,1,2,2,26,1,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
51000092,1,1,1,34,2,1,1, , , , , ,2,2,2,1,1,201502,1,5,2,6,7,1
51000092,1,2,2,19,1,1,22, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
51000092,1,3,2,56,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
51000092,1,4,2,33,2,1,22, , , , , ,3,2,2,1,3,      ,0,6,3,6,7,
51000092,1,5,2,33,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
51000093,1,2,2,49,2,1,1, , , , , ,3,3,2,1,1,198812,1,5,3,6,7,
51000093,1,3,2,15,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
51000093,2,1,1,31,1,1,1, , , , , ,2,2,2,1,1,200402,1,5,3,6,7,1
51100167,1,1,1,32,1,1,1, , , , , ,4,4, ,1,1,200306,1,5,3,6,7,1
51100167,2,2,2,38,1,1,1, , , , , ,3,3,2,1,1,199606,1,5,3,6,7,
60101206,1,1,1,56,1,1,1, , , , , ,4,4, ,1,1,198201,1,5,3,6,7,1
60101206,2,2,2,57,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,3,
60101210,1,1,1,63,2,1,1, , , , , ,2,2,2,3,1,197508,1,5,3,6,7,1
60101212,1,1,1,63,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,1
60101213,1,1,1,33,2,1,1, , , , , ,2,2,2,3,1,200909,1,6,3,6,7,1
60101214,1,1,1,43,2,1,1, , , , , ,4,4, ,1,1,199502,1,5,3,6,7,1
60101214,2,2,2,19,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60101224,1,1,1,25,1,1,1, , , , , ,4,4, ,1,1,201703,1,5,3,6,7,1
60101224,2,2,2,42,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,3,
60101225,1,1,1,25,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60101225,2,2,2,34,2,1,1, , , , , ,4,4, ,1,1,200302,1,5,3,6,7,
60101227,1,1,1,22,1,1,1, , , , , ,3,3,1,7,3,      ,0,5,2,6,7,1
60101227,2,2,2,50,2,1,1, , , , , ,4,4, ,1,1,198705,1,5,2,6,7,
60101228,1,1,1,59,2,1,1, , , , , ,4,4, ,1,1,197612,1,5,3,6,7,1
60101228,3,2,2,29,1,1,1, , , , , ,4,4, ,1,1,200307,1,5,3,6,7,
60101228,3,3,2,3,1,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
60101230,1,1,1,57,1,1,1, , , , , ,3,3,2,1,1,198001,1,5,3,6,7,1
60101237,1,2,2,56,1,1,1, , , , , ,3,3,2,3,1,200001,1,5,3,6,7,
60101237,2,1,1,          , ,  ,1, , , , , ,4,4, ,1,1,200001,1,6,3,6,7,1
60101240,2,1,1,71,1,1,1, , , , , ,4,4, ,1,1,197602,1,5,3,6,7,1
60101240,3,2,2,34,1,1,1, , , , , ,3,3,2,3,1,200005,1,5,3,6,7,
60101246,1,1,1,26,2,1,1, , , , , ,4,4, ,1,1,200903,1,5,3,6,7,1
60101246,2,2,2,15,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60101252,1,1,1,          , ,  ,1, , , , , ,4,4, ,2,3,      ,0,6,3,6,7,1
60101252,2,2,2,63,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,6,7,
60101253,1,1,1,43,1,1,1, , , , , ,3,3,2,1,1,199406,1,4,2,6,7,1
60101253,2,2,2,44,1,1,1, , , , , ,4,4, ,1,1,199109,1,5,2,6,7,
60101253,3,3,2,39,1,1,1, , , , , ,4,4, ,1,1,199603,1,5,2,6,7,
60101253,4,4,2,30,1,27,1, , , , , ,4,4, ,1,1,201305,1,5,2,6,7,
60101255,1,1,1,66,2,1,1, , , , , ,4,4, ,1,1,199401,1,5,3,6,7,1
60101255,1,2,2,58,2,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,
60101257,1,3,2,47,1,1,1, , , , , ,4,4, ,1,1,198711,1,5,3,6,7,
60101257,2,1,1,57,1,RU,1, , , , , ,4,4, ,1,1,197804,1,5,3,6,7,1
60101257,3,2,2,25,1,22,1, , , , , ,4,4, ,1,1,201411,1,5,3,6,7,
60101257,3,4,2,30,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60101261,1,1,1,18,1,1,1, , , , , ,3,3,2,1,1,201601,1,5,3,6,7,1
60101268,1,1,1,20,2,1,1, , , , , ,3,3,2,3,1,201607,1,5,2,6,7,1
60101268,2,2,2,23,2,1,1, , , , , ,4,4, ,1,1,201403,1,5,2,6,7,
60101271,1,1,1,51,1,1,3, , , , , ,2,2,2,7,3,      ,0,6,3,3,7,1
60101271,1,2,2,17,1,1,1, , , , , ,4,4, ,7,3,      ,0,5,2,6,7,
60101276,1,1,1,52,1,1,1, , , , , ,4,4, ,1,1,198809,1,5,3,6,7,1
60101276,2,2,2,38,1,1,1, , , , , ,2,2,2,3,1,200205,1,5,3,6,7,
60101277,1,1,1,40,2,1,1, , , , , ,4,4, ,1,1,199412,1,5,3,6,7,1
60101277,2,2,2,50,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60101291,1,1,1,41,2,1,1, , , , , ,3,3,2,1,1,199802,1,5,2,6,7,1
60101291,2,2,2,33,2,1,1, , , , , ,3,3,2,1,1,200204,1,5,2,6,7,
60101291,3,3,2,21,1,1,1, , , , , ,4,4, ,1,1,200807,1,5,2,6,7,
60101292,1,1,1,25,1,1,1, , , , , ,3,3,2,1,1,200910,1,5,2,6,7,1
60101292,2,2,2,42,1,1,1, , , , , ,4,4, ,1,1,199303,1,5,2,6,7,
60101298,1,1,1,16,2,1,1, , , , , ,3,3,2,3,1,201505,1,5,3,6,7,1
60101298,2,2,2,62,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
60101299,1,1,1,73,1,1,1, , , , , ,4,4, ,1,1,197308,1,5,3,6,7,1
60101299,2,2,2,63,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60101304,1,1,1,56,1,1,1, , , , , ,3,3,2,3,1,198001,1,3,3,6,7,1
60101311,1,1,1,36,1,1,1, , , , , ,4,4, ,1,1,199904,1,5,2,6,7,1
60101311,2,2,2,40,1,1,1, , , , , ,3,3,2,1,1,199401,1,5,2,6,7,
60101311,3,3,2,34,1,1,1, , , , , ,4,4, ,1,1,200106,1,5,2,6,7,
60101315,1,1,1,39,2,1,1, , , , , ,3,3,2,1,1,199604,1,5,3,6,7,1
60101315,2,2,2,36,1,1,1, , , , , ,4,4, ,1,1,199808,1,5,3,6,7,
60101317,1,1,1,39,1,1,1, , , , , ,3,3,2,1,1,199905,1,5,2,6,7,1
60101317,2,2,2,47,1,1,1, , , , , ,4,4, ,1,1,199804,1,5,2,6,7,
60101337,1,1,1,73,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,3,7,1
60101337,1,2,2,21,2,1,1, , , , , ,4,4, ,1,1,201612,1,5,3,6,7,
60101338,2,1,1,67,1,1,1, , , , , ,4,4, ,1,1,198211,1,5,3,6,7,1
60101338,2,2,2,19,1,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
60101339,1,1,1,20,1,1,1, , , , , ,4,4, ,1,1,201509,1,5,3,6,7,1
60101339,2,2,2,69,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
60101341,1,1,1,39,1,1,1, , , , , ,4,4, ,1,1,199704,1,5,3,6,7,1
60101341,2,2,2,56,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
60101342,1,1,1,76,1,1,1, , , , , ,4,4, ,1,1,196606,1,5,3,6,7,1
60101342,1,3,2,72,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60101342,2,2,2,35,1,1,1, , , , , ,4,4, ,1,1,199906,1,5,3,6,7,
60101343,1,1,1,43,1,1,1, , , , , ,4,4, ,1,1,200107,1,5,3,6,7,1
60101343,2,2,2,53,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
60200096,1,1,1,54,1,1,1, , , , , ,4,4, ,1,1,198206,1,5,3,6,7,1
60200096,2,2,2,69,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60200098,1,1,1,21,1,1,1, , , , , ,3,3,2,1,1,201609,1,5,3,6,7,1
60200101,1,1,1,54,1,1,1, , , , , ,4,4, ,1,1,198004,1,5,3,6,7,1
60200101,2,2,2,13,1,1,1, , , , , ,2,2,2,7,2,      ,0,5,3,6,7,
60200105,1,1,1,57,2,1,1, , , , , ,3,3,2,2,1,198608,1,5,3,6,7,1
60200109,2,2,2,45,1,1,1, , , , , ,3,3,2,1,1,199601,1,5,3,6,7,
60200109,2,4,2,51,2,1,21, , , , , ,4,4, ,1,3,      ,0,6,3,6,7,
60200109,3,1,1,28,1,1,1, , , , , ,3,3,2,1,1,200606,1,5,3,6,7,1
60200109,3,3,2,23,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60300275,1,1,1,60,1,1,1, , , , , ,4,4, ,1,1,198906,1,5,2,6,7,1
60300275,2,2,2,75,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,2,6,7,
60300279,2,1,1,78,1,1,1, , , , , ,2,2,2,3,1,197802,1,5,3,6,7,1
60300281,1,1,1,50,1,1,1, , , , , ,4,4, ,1,1,199408,1,5,3,6,7,1
60300281,2,2,2,62,1,1,1, , , , , ,3,3,2,1,1,197508,1,5,3,6,7,
60300283,1,1,1,81,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,1
60300283,2,2,2,72,1,1,1, , , , , ,4,4, ,1,1,197304,1,5,2,6,7,
60300286,1,1,1,37,1,1,1, , , , , ,4,4, ,7,1,200606,1,5,3,6,7,1
60300286,1,2,2,65,2,1,22, , , , , ,3,3,2,7,3,      ,0,6,3,5,7,
60300288,1,1,1,71,1,1,1, , , , , ,2,1,2,7,3,      ,0,2,3,6,7,1
60300288,2,2,2,25,2,1,1, , , , , ,4,4, ,1,1,201106,1,5,2,6,7,
60300291,1,1,1,23,1,1,1, , , , , ,4,4, ,7,1,201509,1,5,3,6,7,1
60300291,2,2,2,61,1,1,1, , , , , ,3,3,2,1,1,197508,1,5,3,6,7,
60300291,2,3,2,58,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
60300292,1,1,1,44,2,1,1, , , , , ,4,4, ,7,1,199903,1,6,2,6,7,1
60300292,2,2,2,71,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,
60300298,1,1,1,14,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,1,1
60300298,2,2,2,77,1,1,1, , , , , ,4,4, ,1,1,196503,1,5,2,6,7,
60300299,1,1,1,27,1,1,1, , , , , ,4,4, ,7,1,200712,1,5,2,6,7,1
60300299,2,2,2,69,1,1,1, , , , , ,2,2,2,7,3,      ,0,5,2,6,7,
60300300,1,1,1,54,1,1,1, , , , , ,4,4, ,1,1,198106,1,5,3,6,7,1
60300300,2,2,2,33,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
60300317,1,1,1,28,1,1,1, , , , , ,2,2,2,7,3,      ,0,2,2,6,7,1
60400067,1,1,1,49,1,1,1, , , , , ,4,4, ,1,1,199001,1,5,3,6,7,1
60400067,2,2,2,38,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,5,7,
60400073,1,2,2,69,1,1,1, , , , , ,3,3,1,3,1,197005,1,6,3,6,7,
60400073,2,1,1,52,2,1,1, , , , , ,4,4, ,1,1,198511,1,6,3,6,7,1
60500143,1,1,1,21,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,1
60500143,2,2,2,19,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,7,
60500146,1,1,1,32,1,1,1, , , , , ,3,3,2,1,1,200612,1,5,3,6,7,1
60500146,1,2,2,19,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60500146,1,3,2,15,2,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60500147,1,1,1,51,2,1,1, , , , , ,4,4, ,1,1,198611,1,5,3,6,7,1
60500147,2,2,2,82,2,1,1, , , , , ,2,1,2,7,3,      ,0,6,3,6,7,
60500148,1,1,1,42,2,1,1, , , , , ,4,4, ,1,1,200611,1,5,3,6,7,1
60500148,2,2,2,65,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,7,
60500151,1,1,1,39,1,15,1, , , , , ,2,1,2,2,1,201204,1,5,3,6,7,1
60500151,1,2,2,44,2,27,22, , , , , ,1,1,1,2,3,      ,0,6,3,6,7,
60500151,1,3,2,24,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,4,2,42,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,5,2,9,1,27,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500151,1,6,2,33,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,7,2,14,1,27,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500151,1,8,2,20,2,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,9,2,20,2,27,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500151,1,10,2,25,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,11,2,21,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,12,2,35,2,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,13,2,27,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,14,2,25,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,15,2,48,2,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,16,2,9,1,27,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
60500151,1,17,2,9,1,27,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500151,1,18,2,5,2,27,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500151,1,19,2,12,2,27,22, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
60500152,1,1,1,59,1,1,1, , , , , ,4,4, ,1,1,197908,1,5,3,6,7,1
60500152,2,2,2,55,2,1,1, , , , , ,3,3,1,7,3,      ,0,5,3,6,7,
60600162,1,1,1,71,2,1,1, , , , , ,4,4, ,1,1,197908,1,5,2,6,7,1
60600162,2,2,2,61,1,1,1, , , , , ,3,2,2,7,3,      ,0,5,2,6,7,
60600165,1,1,1,51,1,1,1, , , , , ,1,1,1,7,3,      ,0,2,2,6,7,1
60600178,1,1,1,79,2,1,1, , , , , ,3,3,2,7,3,      ,0,5,2,6,7,1
60600178,2,2,2,44,1,1,1, , , , , ,4,4, ,1,1,200703,1,5,2,6,7,
60700140,1,2,2,49,1,1,1, , , , , ,3,3,2,1,1,198711,1,5,3,6,7,
60700140,1,3,2,48,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
60700140,2,1,1,          , ,  ,1, , , , , ,4,4, ,1,1,190001,1,6,3,6,7,1
70200979,1,1,1,75,1,1,1, , , , , ,3,3,2,1,1,197905,1,5,3,6,7,1
70200980,1,1,1,49,2,1,1, , , , , ,2,2,2,1,1,198802,1,5,3,6,7,1
70200980,2,2,2,39,1,1,1, , , , , ,3,3,2,1,1,199807,1,5,3,6,7,
70200986,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,200901,1,5,3,6,7,1
70200986,2,2,2,41,1,1,1, , , , , ,3,3,2,1,1,199402,1,5,3,6,7,
70201002,1,1,1,27,1,1,1, , , , , ,4,4, ,1,1,200610,1,5,3,6,7,1
70201002,1,2,2,69,2,1,3, , , , , ,2,2,2,7,3,      ,0,5,3,1,7,
70201004,1,1,1,35,2,1,1, , , , , ,4,4, ,1,1,200206,1,5,3,6,7,1
70201004,1,4,2,5,1,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
70201013,1,1,1,25,2,1,1, , , , , ,3,3,2,1,1,201104,1,5,3,6,7,1
70201024,1,1,1,62,1,1,1, , , , , ,4,4, ,1,1,199305,1,5,3,6,7,1
70201024,2,3,2,18,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70201026,1,1,1,20,1,1,1, , , , , ,4,4, ,1,1,201501,1,5,3,6,7,1
70201026,2,3,2,26,1,1,1, , , , , ,3,3,2,1,1,201303,1,5,3,6,7,
70201026,2,4,2,28,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70201026,2,5,2,29,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70201026,2,6,2,27,1,1,22, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70201028,1,1,1,65,2,1,1, , , , , ,4,4, ,1,1,198308,1,5,3,6,7,1
70201028,2,2,2,4,2,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
70201029,2,1,1,75,1,1,1, , , , , ,3,3,2,4,3,      ,0,5,3,6,1,1
70201047,1,1,1,61,1,1,1, , , , , ,4,4, ,7,1,197202,1,5,3,6,7,1
70201047,2,2,2,67,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,3,
70201063,1,1,1,21,1,1,3, , , , , ,3,3,2,7,3,      ,0,5,3,3,7,1
70201066,1,1,1,38,2,1,1, , , , , ,3,3,2,1,1,200208,1,5,3,6,7,1
70201082,1,1,1,34,1,1,1, , , , , ,2,2,2,2,2,      ,0,5,3,6,7,1
70300363,1,1,1,36,1,1,1, , , , , ,2,2,2,1,1,200608,1,5,3,6,7,1
70300370,1,1,1,48,1,1,1, , , , , ,4,4, ,1,1,198712,1,5,3,6,7,1
70300370,1,2,2,70,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
70300377,1,1,1,39,1,1,1, , , , , ,3,3,2,1,1,199501,1,5,3,6,7,1
70300390,1,1,1,29,1,1,1, , , , , ,4,4, ,2,1,200612,1,5,3,6,7,1
70300390,1,2,2,24,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
70300391,1,1,1,82,1,1,1, , , , , ,3,3,2,1,1,196501,1,5,3,6,7,1
70300391,2,2,2,53,1,1,1, , , , , ,3,3,1,2,1,198501,1,5,3,6,7,
70300394,4,1,1,35,1,1,1, , , , , ,2,2,2,1,2,      ,0,4,3,6,7,1
70300394,5,2,2,26,1,1,1, , , , , ,2,2,2,1,1,201201,1,5,3,6,7,
70300395,1,1,1,29,2,1,1, , , , , ,3,3,2,1,1,200807,1,5,3,6,7,1
70300395,2,2,2,50,1,1,1, , , , , ,3,3,2,2,2,      ,0,3,3,6,7,
70300400,1,1,1,31,1,1,1, , , , , ,4,4, ,1,1,200302,1,5,3,6,7,1
70300400,1,2,2,65,2,1,3, , , , , ,3,3,2,7,3,      ,0,5,3,2,7,
70300407,1,1,1,52,2,1,1, , , , , ,4,4, ,1,1,198612,1,5,3,6,7,1
70300407,2,2,2,52,1,1,1, , , , , ,3,3,1,3,1,198806,1,5,3,6,7,
70400158,1,1,1,40,2,1,1, , , , , ,4,4, ,1,1,200702,1,5,3,6,7,1
70400158,2,2,2,64,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
70400166,1,1,1,38,1,1,1, , , , , ,4,4, ,1,1,199510,1,5,3,6,7,1
70400166,2,3,2,46,1,1,1, , , , , ,3,3,2,1,1,199212,1,5,3,6,7,
70400167,1,1,1,39,2,1,1, , , , , ,3,3,2,1,1,199609,1,5,3,6,7,1
70400167,2,2,2,31,2,1,1, , , , , ,3,3,2,1,1,201203,1,5,3,6,7,
70400167,2,3,2,1,1,1,22, , , , , ,3,3,2,5,3,      ,0,6,3,6,7,
70400170,1,1,1,31,2,1,1, , , , , ,4,4, ,1,1,200302,1,5,3,6,7,1
70400170,2,2,2,32,1,1,1, , , , , ,3,3,2,1,1,200503,1,5,3,6,7,
70400172,1,1,1,20,1,1,1, , , , , ,3,3,2,1,1,201601,1,5,3,6,7,1
70400173,1,1,1,79,1,1,1, , , , , ,4,4, ,1,1,195902,1,5,3,6,7,1
70400173,1,2,2,79,2,1,21, , , , , ,2,2,2,1,3,      ,0,6,3,6,7,
70500181,1,1,1,18,1,1,1, , , , , ,4,4, ,1,1,201707,1,5,3,6,7,1
70500181,1,6,2,18,1,1,3, , , , , ,2,2,2,7,3,      ,0,5,3,2,7,
70500185,1,1,1,53,1,1,1, , , , , ,4,4, ,1,1,198510,1,5,3,6,7,1
70500185,1,2,2,75,1,1,3, , , , , ,2,2,2,7,3,      ,0,5,3,1,7,
70500186,1,1,1,26,1,1,1, , , , , ,3,3,2,2,1,201005,1,5,3,6,7,1
70500187,1,1,1,48,1,1,1, , , , , ,2,2,2,2,1,200001,1,5,3,6,7,1
70500194,1,1,1,75,1,1,1, , , , , ,3,3,2,2,1,197004,1,5,3,6,7,1
70500194,1,3,2,19,1,1,21, , , , , ,3,3,2,2,3,      ,0,6,3,6,7,
70600152,1,1,1,14,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,1
70600159,1,1,1,36,2,1,1, , , , , ,4,4, ,1,1,200201,1,5,3,6,7,1
70600159,2,2,2,74,2,1,1, , , , , ,2,2,2,7,3,      ,0,5,3,6,1,
70600160,1,1,1,72,1,1,1, , , , , ,3,3,2,2,1,196507,1,5,3,6,7,1
70700280,1,1,1,43,1,1,1, , , , , ,4,4, ,1,1,199109,1,5,3,6,7,1
70700280,2,3,2,34,1,1,21, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
70700285,1,1,1,33,1,1,1, , , , , ,3,3,2,1,1,200609,1,4,3,6,7,1
70700290,1,1,1,30,1,1,1, , , , , ,4,4, ,1,1,201308,1,5,3,6,7,1
70700290,2,2,2,36,1,1,1, , , , , ,3,3,2,1,1,199808,1,5,3,6,7,
70700294,1,1,1,66,1,1,1, , , , , ,4,4, ,1,1,197609,1,5,3,6,7,1
70700294,2,2,2,34,1,1,1, , , , , ,3,3,2,3,1,200710,1,5,3,6,7,
70700295,1,1,1,28,1,1,1, , , , , ,3,3,2,1,1,201602,1,5,3,6,7,1
70700297,1,1,1,21,1,1,1, , , , , ,2,2,2,1,1,201610,1,5,3,6,7,1
70700305,1,1,1,30,1,1,1, , , , , ,4,4, ,1,1,200410,1,5,3,6,7,1
70700305,2,2,2,63,1,1,1, , , , , ,3,3,2,1,1,197708,1,5,3,6,7,
70700306,0,1,1,          , ,  ,1, , , , , ,4,4, ,1,1,      ,0,6,3,6,7,1
70700306,0,2,2,15,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
70900252,1,1,1,66,1,1,1, , , , , ,3,3,2,1,1,198905,1,4,1,6,7,1
70900254,1,1,1,71,2,1,1, , , , , ,4,4, ,1,1,198210,1,5,3,6,7,1
70900254,1,2,2,76,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
210800028,1,1,1,42,1,1,1, , , , , ,3,3,1,1,1,199408,1,5,3,6,7,1
210800028,2,2,2,39,1,1,1, , , , , ,3,3,1,1,1,199611,1,5,3,6,7,
210800029,10,1,1,34,1,1,1, , , , , ,4,4, ,1,1,200105,1,5,3,6,7,1
210800029,10,2,2,48,1,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
210800030,1,1,1,63,1,22,1, , , , , ,2,2,2,1,1,197410,1,5,3,6,7,1
80101226,1,1,1,24,1,1,1, , , , , ,2,2,2,1,1,200909,1,5,3,6,7,1
80101226,1,2,2,26,1,1,21, , , , , ,1,1,1,1,3,      ,0,6,3,6,7,
80101226,1,3,2,17,2,1,22, , , , , ,1,1,1,2,3,      ,0,6,3,6,7,
80101226,1,4,2,21,1,1,22, , , , , ,2,2,2,2,3,      ,0,6,3,6,7,
80101227,1,2,2,45,2,1,1, , , , , ,3,3,2,1,1,199304,1,5,3,6,7,
80101227,2,1,1,63,2,1,1, , , , , ,4,4,2,1,1,199403,1,5,3,6,7,1
80101229,1,1,1,74,1,1,1, , , , , ,4,4, ,2,1,196311,1,5,3,6,7,1
80101229,2,2,2,56,2,1,21, , , , , ,3,3,2,1,3,      ,0,6,3,6,7,
80101230,1,1,1,40,2,1,1, , , , , ,4,4, ,1,1,199511,1,5,3,6,7,1
80101230,1,2,2,45,2,1,3, , , , , ,3,3,2,7,3,      ,0,6,3,2,7,
80101233,1,1,1,20,1,1,1, , , , , ,4,4, ,1,1,200908,1,5,3,6,7,1
80101233,2,2,2,65,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,1,
80101236,2,1,1,24,1,1,1, , , , , ,3,3,2,3,1,201208,1,5,3,6,7,1
80101239,1,1,1,18,1,1,1, , , , , ,3,3,2,1,1,201609,1,5,3,6,7,1
80101248,1,1,1,17,1,1,1, , , , , ,4,4, ,1,1,201704,1,5,3,6,7,1
80101248,2,2,2,54,1,1,1, , , , , ,3,3,2,7,3,      ,0,5,3,6,2,
80101260,1,1,1,28,1,1,1, , , , , ,4,4, ,1,1,200906,1,5,3,6,7,1
80101260,2,2,2,37,1,1,1, , , , , ,3,3,2,3,1,200907,1,5,3,6,7,
80101264,1,1,1,25,1,1,1, , , , , ,4,4, ,1,1,201407,1,5,3,6,7,1
